Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	file	syllable	year
1	Waveform 1	1	23.420156521	23.420156521	0.0	48000.0	13-C13-19-02	a	2018
2	Waveform 1	1	23.426667576	23.426667576	0.0	48000.0	13-C13-19-02	a	2018
3	Waveform 1	1	23.435083955	23.435083955	0.0	48000.0	13-C13-19-02	a	2018
4	Waveform 1	1	23.444888071	23.444888071	0.0	48000.0	13-C13-19-02	a	2018
5	Waveform 1	1	23.452584333	23.452584333	0.0	48000.0	13-C13-19-02	a	2018
6	Waveform 1	1	23.463228585	23.463228585	0.0	48000.0	13-C13-19-02	a	2018
7	Waveform 1	1	23.470497278	23.470497278	0.0	48000.0	13-C13-19-02	a	2018
8	Waveform 1	1	23.480766469	23.480766469	0.0	48000.0	13-C13-19-02	a	2018
9	Waveform 1	1	23.487900140	23.487900140	0.0	48000.0	13-C13-19-02	a	2018
10	Waveform 1	1	23.497164168	23.497164168	0.0	48000.0	13-C13-19-02	a	2018
11	Waveform 1	1	23.505002953	23.505002953	0.0	48000.0	13-C13-19-02	a	2018
12	Waveform 1	1	23.514274482	23.514274482	0.0	48000.0	13-C13-19-02	a	2018
13	Waveform 1	1	23.522495830	23.522495830	0.0	48000.0	13-C13-19-02	a	2018
14	Waveform 1	1	23.531969892	23.531969892	0.0	48000.0	13-C13-19-02	a	2018
15	Waveform 1	1	23.540618809	23.540618809	0.0	48000.0	13-C13-19-02	a	2018
16	Waveform 1	1	23.550625457	23.550625457	0.0	48000.0	13-C13-19-02	a	2018
17	Waveform 1	1	23.894166941	23.894174443	0.0	48000.0	13-C13-19-02	b	2018
18	Waveform 1	1	23.900723018	23.900723018	0.0	48000.0	13-C13-19-02	b	2018
19	Waveform 1	1	23.909229423	23.909229423	0.0	48000.0	13-C13-19-02	b	2018
20	Waveform 1	1	23.919408600	23.919408600	0.0	48000.0	13-C13-19-02	b	2018
21	Waveform 1	1	23.927037351	23.927037351	0.0	48000.0	13-C13-19-02	b	2018
22	Waveform 1	1	23.938056664	23.938056664	0.0	48000.0	13-C13-19-02	b	2018
23	Waveform 1	1	23.945092819	23.945092819	0.0	48000.0	13-C13-19-02	b	2018
24	Waveform 1	1	23.955602049	23.955602049	0.0	48000.0	13-C13-19-02	b	2018
25	Waveform 1	1	23.962698214	23.962698214	0.0	48000.0	13-C13-19-02	b	2018
26	Waveform 1	1	23.972592344	23.972592344	0.0	48000.0	13-C13-19-02	b	2018
27	Waveform 1	1	23.979898543	23.979898543	0.0	48000.0	13-C13-19-02	b	2018
28	Waveform 1	1	23.989627646	23.989627646	0.0	48000.0	13-C13-19-02	b	2018
29	Waveform 1	1	23.996836329	23.996836329	0.0	48000.0	13-C13-19-02	b	2018
30	Waveform 1	1	24.006475418	24.006475418	0.0	48000.0	13-C13-19-02	b	2018
