Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	file	syllable	year
1	Waveform 1	1	16.215291178	16.215291178	0.000	48000.000	11-ZOOM0008	a	2022
2	Waveform 1	1	16.222215787	16.222215787	0.000	48000.000	11-ZOOM0008	a	2022
3	Waveform 1	1	16.230453314	16.230453314	0.000	48000.000	11-ZOOM0008	a	2022
4	Waveform 1	1	16.240415653	16.240415653	0.000	48000.000	11-ZOOM0008	a	2022
5	Waveform 1	1	16.247815311	16.247815311	0.000	48000.000	11-ZOOM0008	a	2022
6	Waveform 1	1	16.257739556	16.257739556	0.000	48000.000	11-ZOOM0008	a	2022
7	Waveform 1	1	16.266004328	16.266004328	0.000	48000.000	11-ZOOM0008	a	2022
8	Waveform 1	1	16.274976412	16.274976412	0.000	48000.000	11-ZOOM0008	a	2022
9	Waveform 1	1	16.286081343	16.286081343	0.000	48000.000	11-ZOOM0008	a	2022
10	Waveform 1	1	16.293355868	16.293355868	0.000	48000.000	11-ZOOM0008	a	2022
11	Waveform 1	1	16.303840527	16.303840527	0.000	48000.000	11-ZOOM0008	a	2022
12	Waveform 1	1	16.311697230	16.311697230	0.000	48000.000	11-ZOOM0008	a	2022
13	Waveform 1	1	16.321839112	16.321839112	0.000	48000.000	11-ZOOM0008	a	2022
14	Waveform 1	1	16.332568620	16.332568620	0.000	48000.000	11-ZOOM0008	a	2022
15	Waveform 1	1	16.342737714	16.342737714	0.000	48000.000	11-ZOOM0008	a	2022
16	Waveform 1	1	16.356106068	16.356106068	0.000	48000.000	11-ZOOM0008	a	2022
17	Waveform 1	1	16.671043276	16.671043276	0.000	48000.000	11-ZOOM0008	b	2022
18	Waveform 1	1	16.677768155	16.677768155	0.000	48000.000	11-ZOOM0008	b	2022
19	Waveform 1	1	16.685940424	16.685940424	0.000	48000.000	11-ZOOM0008	b	2022
20	Waveform 1	1	16.696659051	16.696659051	0.000	48000.000	11-ZOOM0008	b	2022
21	Waveform 1	1	16.703378594	16.703378594	0.000	48000.000	11-ZOOM0008	b	2022
22	Waveform 1	1	16.713460633	16.713460633	0.000	48000.000	11-ZOOM0008	b	2022
23	Waveform 1	1	16.721339092	16.721339092	0.000	48000.000	11-ZOOM0008	b	2022
24	Waveform 1	1	16.730262215	16.730262215	0.000	48000.000	11-ZOOM0008	b	2022
25	Waveform 1	1	16.741203919	16.741203919	0.000	48000.000	11-ZOOM0008	b	2022
26	Waveform 1	1	16.748647105	16.748647105	0.000	48000.000	11-ZOOM0008	b	2022
27	Waveform 1	1	16.758799876	16.758799876	0.000	48000.000	11-ZOOM0008	b	2022
28	Waveform 1	1	16.766324675	16.766324675	0.000	48000.000	11-ZOOM0008	b	2022
29	Waveform 1	1	16.776281573	16.776281573	0.000	48000.000	11-ZOOM0008	b	2022
30	Waveform 1	1	16.786320077	16.786320077	0.000	48000.000	11-ZOOM0008	b	2022
31	Waveform 1	1	16.794590289	16.794590289	0.000	48000.000	11-ZOOM0008	b	2022
32	Waveform 1	1	16.805319798	16.805319798	0.000	48000.000	11-ZOOM0008	b	2022
33	Waveform 1	1	16.814852297	16.814852297	0.000	48000.000	11-ZOOM0008	b	2022
34	Waveform 1	1	16.828139037	16.828139037	0.000	48000.000	11-ZOOM0008	b	2022
35	Waveform 1	1	17.427850505	17.427850505	0.000	48000.000	11-ZOOM0008	c	2022
36	Waveform 1	1	17.434611861	17.434611861	0.000	48000.000	11-ZOOM0008	c	2022
37	Waveform 1	1	17.442354304	17.442354304	0.000	48000.000	11-ZOOM0008	c	2022
38	Waveform 1	1	17.453072930	17.453072930	0.000	48000.000	11-ZOOM0008	c	2022
39	Waveform 1	1	17.459672773	17.459672773	0.000	48000.000	11-ZOOM0008	c	2022
40	Waveform 1	1	17.469194390	17.469194390	0.000	48000.000	11-ZOOM0008	c	2022
41	Waveform 1	1	17.478231773	17.478231773	0.000	48000.000	11-ZOOM0008	c	2022
42	Waveform 1	1	17.486453010	17.486453010	0.000	48000.000	11-ZOOM0008	c	2022
43	Waveform 1	1	17.497367509	17.497367509	0.000	48000.000	11-ZOOM0008	c	2022
44	Waveform 1	1	17.504495122	17.504495122	0.000	48000.000	11-ZOOM0008	c	2022
45	Waveform 1	1	17.514452019	17.514452019	0.000	48000.000	11-ZOOM0008	c	2022
46	Waveform 1	1	17.523445867	17.523445867	0.000	48000.000	11-ZOOM0008	c	2022
47	Waveform 1	1	17.533011018	17.533011018	0.000	48000.000	11-ZOOM0008	c	2022
48	Waveform 1	1	17.544567547	17.544567547	0.000	48000.000	11-ZOOM0008	c	2022
49	Waveform 1	1	17.553463465	17.553463465	0.000	48000.000	11-ZOOM0008	c	2022
50	Waveform 1	1	17.566135382	17.566135382	0.000	48000.000	11-ZOOM0008	c	2022
51	Waveform 1	1	17.888113196	17.888113196	0.000	48000.000	11-ZOOM0008	d	2022
52	Waveform 1	1	17.894767343	17.894767343	0.000	48000.000	11-ZOOM0008	d	2022
53	Waveform 1	1	17.902906967	17.902906967	0.000	48000.000	11-ZOOM0008	d	2022
54	Waveform 1	1	17.913397075	17.913397075	0.000	48000.000	11-ZOOM0008	d	2022
55	Waveform 1	1	17.920274405	17.920274405	0.000	48000.000	11-ZOOM0008	d	2022
56	Waveform 1	1	17.930204098	17.930204098	0.000	48000.000	11-ZOOM0008	d	2022
57	Waveform 1	1	17.938077116	17.938077116	0.000	48000.000	11-ZOOM0008	d	2022
58	Waveform 1	1	17.946934941	17.946934941	0.000	48000.000	11-ZOOM0008	d	2022
59	Waveform 1	1	17.957849440	17.957849440	0.000	48000.000	11-ZOOM0008	d	2022
60	Waveform 1	1	17.965243665	17.965243665	0.000	48000.000	11-ZOOM0008	d	2022
61	Waveform 1	1	17.975238642	17.975238642	0.000	48000.000	11-ZOOM0008	d	2022
62	Waveform 1	1	17.983111667	17.983111667	0.000	48000.000	11-ZOOM0008	d	2022
63	Waveform 1	1	17.992731221	17.992731221	0.000	48000.000	11-ZOOM0008	d	2022
64	Waveform 1	1	18.003058101	18.003058101	0.000	48000.000	11-ZOOM0008	d	2022
65	Waveform 1	1	18.011518739	18.011518739	0.000	48000.000	11-ZOOM0008	d	2022
66	Waveform 1	1	18.022259129	18.022259129	0.000	48000.000	11-ZOOM0008	d	2022
67	Waveform 1	1	18.030817710	18.030817710	0.000	48000.000	11-ZOOM0008	d	2022
68	Waveform 1	1	18.041715887	18.041715887	0.000	48000.000	11-ZOOM0008	d	2022
69	Waveform 1	1	18.536577478	18.536577478	0.000	48000.000	11-ZOOM0008	e	2022
70	Waveform 1	1	18.543314850	18.543314850	0.000	48000.000	11-ZOOM0008	e	2022
71	Waveform 1	1	18.551661229	18.551661229	0.000	48000.000	11-ZOOM0008	e	2022
72	Waveform 1	1	18.561813999	18.561813999	0.000	48000.000	11-ZOOM0008	e	2022
73	Waveform 1	1	18.568816471	18.568816471	0.000	48000.000	11-ZOOM0008	e	2022
74	Waveform 1	1	18.578615581	18.578615581	0.000	48000.000	11-ZOOM0008	e	2022
75	Waveform 1	1	18.586940196	18.586940196	0.000	48000.000	11-ZOOM0008	e	2022
76	Waveform 1	1	18.595798028	18.595798028	0.000	48000.000	11-ZOOM0008	e	2022
77	Waveform 1	1	18.606788700	18.606788700	0.000	48000.000	11-ZOOM0008	e	2022
78	Waveform 1	1	18.614193800	18.614193800	0.000	48000.000	11-ZOOM0008	e	2022
79	Waveform 1	1	18.624547884	18.624547884	0.000	48000.000	11-ZOOM0008	e	2022
80	Waveform 1	1	18.632654862	18.632654862	0.000	48000.000	11-ZOOM0008	e	2022
81	Waveform 1	1	18.642638964	18.642638964	0.000	48000.000	11-ZOOM0008	e	2022
82	Waveform 1	1	18.653836392	18.653836392	0.000	48000.000	11-ZOOM0008	e	2022
83	Waveform 1	1	18.664016360	18.664016360	0.000	48000.000	11-ZOOM0008	e	2022
84	Waveform 1	1	18.676867827	18.676867827	0.000	48000.000	11-ZOOM0008	e	2022
85	Waveform 1	1	18.992062369	18.992062369	0.000	48000.000	11-ZOOM0008	f	2022
86	Waveform 1	1	18.998780197	18.998780197	0.000	48000.000	11-ZOOM0008	f	2022
87	Waveform 1	1	19.006881741	19.006881741	0.000	48000.000	11-ZOOM0008	f	2022
88	Waveform 1	1	19.017268464	19.017268464	0.000	48000.000	11-ZOOM0008	f	2022
89	Waveform 1	1	19.024330792	19.024330792	0.000	48000.000	11-ZOOM0008	f	2022
