Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	file	syllable	year
1	Waveform 1	1	11.550778390	11.550778390	0.000	22050.000	S4A16878_20220630_105337	a	2022
2	Waveform 1	1	11.560017529	11.560017529	0.000	22050.000	S4A16878_20220630_105337	a	2022
3	Waveform 1	1	11.568916687	11.568916687	0.000	22050.000	S4A16878_20220630_105337	a	2022
4	Waveform 1	1	11.579260789	11.579260789	0.000	22050.000	S4A16878_20220630_105337	a	2022
5	Waveform 1	1	11.587233482	11.587233482	0.000	22050.000	S4A16878_20220630_105337	a	2022
6	Waveform 1	1	11.598155563	11.598155563	0.000	22050.000	S4A16878_20220630_105337	a	2022
7	Waveform 1	1	11.605694776	11.605694776	0.000	22050.000	S4A16878_20220630_105337	a	2022
8	Waveform 1	1	11.615443902	11.615443902	0.000	22050.000	S4A16878_20220630_105337	a	2022
9	Waveform 1	1	11.624632048	11.624632048	0.000	22050.000	S4A16878_20220630_105337	a	2022
10	Waveform 1	1	11.632927729	11.632927729	0.000	22050.000	S4A16878_20220630_105337	a	2022
11	Waveform 1	1	11.643322825	11.643322825	0.000	22050.000	S4A16878_20220630_105337	a	2022
12	Waveform 1	1	11.650632547	11.650632547	0.000	22050.000	S4A16878_20220630_105337	a	2022
13	Waveform 1	1	11.660449670	11.660449670	0.000	22050.000	S4A16878_20220630_105337	a	2022
14	Waveform 1	1	11.669527321	11.669527321	0.000	22050.000	S4A16878_20220630_105337	a	2022
15	Waveform 1	1	11.679565431	11.679565431	0.000	22050.000	S4A16878_20220630_105337	a	2022
16	Waveform 1	1	12.042866958	12.042866958	0.000	22050.000	S4A16878_20220630_105337	b	2022
17	Waveform 1	1	12.050950146	12.050950146	0.000	22050.000	S4A16878_20220630_105337	b	2022
18	Waveform 1	1	12.059934301	12.059934301	0.000	22050.000	S4A16878_20220630_105337	b	2022
19	Waveform 1	1	12.070354900	12.070354900	0.000	22050.000	S4A16878_20220630_105337	b	2022
20	Waveform 1	1	12.078132101	12.078132101	0.000	22050.000	S4A16878_20220630_105337	b	2022
21	Waveform 1	1	12.089028682	12.089028682	0.000	22050.000	S4A16878_20220630_105337	b	2022
22	Waveform 1	1	12.095530931	12.095530931	0.000	22050.000	S4A16878_20220630_105337	b	2022
23	Waveform 1	1	12.106045027	12.106045027	0.000	22050.000	S4A16878_20220630_105337	b	2022
24	Waveform 1	1	12.114723193	12.114723193	0.000	22050.000	S4A16878_20220630_105337	b	2022
25	Waveform 1	1	12.123154868	12.123154868	0.000	22050.000	S4A16878_20220630_105337	b	2022
26	Waveform 1	1	12.133787960	12.133787960	0.000	22050.000	S4A16878_20220630_105337	b	2022
27	Waveform 1	1	12.141378167	12.141378167	0.000	22050.000	S4A16878_20220630_105337	b	2022
28	Waveform 1	1	12.151135792	12.151135792	0.000	22050.000	S4A16878_20220630_105337	b	2022
29	Waveform 1	1	12.158505008	12.158505008	0.000	22050.000	S4A16878_20220630_105337	b	2022
30	Waveform 1	1	12.167421165	12.167421165	0.000	22050.000	S4A16878_20220630_105337	b	2022
31	Waveform 1	1	12.178292247	12.178292247	0.000	22050.000	S4A16878_20220630_105337	b	2022
32	Waveform 1	1	12.188950838	12.188950838	0.000	22050.000	S4A16878_20220630_105337	b	2022
33	Waveform 1	1	12.624652580	12.624652580	0.000	22050.000	S4A16878_20220630_105337	c	2022
34	Waveform 1	1	12.634682194	12.634682194	0.000	22050.000	S4A16878_20220630_105337	c	2022
35	Waveform 1	1	12.643589851	12.643589851	0.000	22050.000	S4A16878_20220630_105337	c	2022
36	Waveform 1	1	12.654095448	12.654095448	0.000	22050.000	S4A16878_20220630_105337	c	2022
37	Waveform 1	1	12.662161637	12.662161637	0.000	22050.000	S4A16878_20220630_105337	c	2022
38	Waveform 1	1	12.672522739	12.672522739	0.000	22050.000	S4A16878_20220630_105337	c	2022
39	Waveform 1	1	12.680231942	12.680231942	0.000	22050.000	S4A16878_20220630_105337	c	2022
40	Waveform 1	1	12.690083063	12.690083063	0.000	22050.000	S4A16878_20220630_105337	c	2022
41	Waveform 1	1	12.698829226	12.698829226	0.000	22050.000	S4A16878_20220630_105337	c	2022
42	Waveform 1	1	12.707345899	12.707345899	0.000	22050.000	S4A16878_20220630_105337	c	2022
43	Waveform 1	1	12.718386975	12.718386975	0.000	22050.000	S4A16878_20220630_105337	c	2022
44	Waveform 1	1	12.724838225	12.724838225	0.000	22050.000	S4A16878_20220630_105337	c	2022
45	Waveform 1	1	12.735496816	12.735496816	0.000	22050.000	S4A16878_20220630_105337	c	2022
46	Waveform 1	1	12.743240017	12.743240017	0.000	22050.000	S4A16878_20220630_105337	c	2022
47	Waveform 1	1	12.753363128	12.753363128	0.000	22050.000	S4A16878_20220630_105337	c	2022
48	Waveform 1	1	12.765237169	12.765237169	0.000	22050.000	S4A16878_20220630_105337	c	2022
49	Waveform 1	1	13.116596654	13.116596654	0.000	22050.000	S4A16878_20220630_105337	d	2022
50	Waveform 1	1	13.124841336	13.124841336	0.000	22050.000	S4A16878_20220630_105337	d	2022
51	Waveform 1	1	13.133910487	13.133910487	0.000	22050.000	S4A16878_20220630_105337	d	2022
52	Waveform 1	1	13.144288589	13.144288589	0.000	22050.000	S4A16878_20220630_105337	d	2022
53	Waveform 1	1	13.151989292	13.151989292	0.000	22050.000	S4A16878_20220630_105337	d	2022
54	Waveform 1	1	13.162843375	13.162843375	0.000	22050.000	S4A16878_20220630_105337	d	2022
55	Waveform 1	1	13.170340086	13.170340086	0.000	22050.000	S4A16878_20220630_105337	d	2022
56	Waveform 1	1	13.179723725	13.179723725	0.000	22050.000	S4A16878_20220630_105337	d	2022
57	Waveform 1	1	13.188648382	13.188648382	0.000	22050.000	S4A16878_20220630_105337	d	2022
58	Waveform 1	1	13.197547539	13.197547539	0.000	22050.000	S4A16878_20220630_105337	d	2022
59	Waveform 1	1	13.208563116	13.208563116	0.000	22050.000	S4A16878_20220630_105337	d	2022
60	Waveform 1	1	13.215430851	13.215430851	0.000	22050.000	S4A16878_20220630_105337	d	2022
61	Waveform 1	1	13.225052481	13.225052481	0.000	22050.000	S4A16878_20220630_105337	d	2022
62	Waveform 1	1	13.233195167	13.233195167	0.000	22050.000	S4A16878_20220630_105337	d	2022
63	Waveform 1	1	13.242009063	13.242009063	0.000	22050.000	S4A16878_20220630_105337	d	2022
64	Waveform 1	1	13.251970680	13.251970680	0.000	22050.000	S4A16878_20220630_105337	d	2022
65	Waveform 1	1	13.261473315	13.261473315	0.000	22050.000	S4A16878_20220630_105337	d	2022
