Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	file	syllable	year
1	Waveform 1	1	56.572801063	56.572801063	0.0	22050.0	S4A16866_20220629	a	2022
2	Waveform 1	1	56.579174979	56.579174979	0.0	22050.0	S4A16866_20220629	a	2022
3	Waveform 1	1	56.588024949	56.588024949	0.0	22050.0	S4A16866_20220629	a	2022
4	Waveform 1	1	56.598817207	56.598817207	0.0	22050.0	S4A16866_20220629	a	2022
5	Waveform 1	1	56.606279010	56.606279010	0.0	22050.0	S4A16866_20220629	a	2022
6	Waveform 1	1	56.616657464	56.616657464	0.0	22050.0	S4A16866_20220629	a	2022
7	Waveform 1	1	56.626588726	56.626588726	0.0	22050.0	S4A16866_20220629	a	2022
8	Waveform 1	1	56.634804720	56.634804720	0.0	22050.0	S4A16866_20220629	a	2022
9	Waveform 1	1	56.645944023	56.645944023	0.0	22050.0	S4A16866_20220629	a	2022
10	Waveform 1	1	56.652971954	56.652971954	0.0	22050.0	S4A16866_20220629	a	2022
11	Waveform 1	1	56.662703005	56.662703005	0.0	22050.0	S4A16866_20220629	a	2022
12	Waveform 1	1	56.673308367	56.673308367	0.0	22050.0	S4A16866_20220629	a	2022
13	Waveform 1	1	56.681083860	56.681083860	0.0	22050.0	S4A16866_20220629	a	2022
14	Waveform 1	1	56.692490150	56.692490150	0.0	22050.0	S4A16866_20220629	a	2022
15	Waveform 1	1	56.702468131	56.702468131	0.0	22050.0	S4A16866_20220629	a	2022
16	Waveform 1	1	57.029933155	57.029933155	0.0	22050.0	S4A16866_20220629	b	2022
17	Waveform 1	1	57.036213615	57.036213615	0.0	22050.0	S4A16866_20220629	b	2022
18	Waveform 1	1	57.045137081	57.045137081	0.0	22050.0	S4A16866_20220629	b	2022
19	Waveform 1	1	57.056356474	57.056356474	0.0	22050.0	S4A16866_20220629	b	2022
20	Waveform 1	1	57.063591353	57.063591353	0.0	22050.0	S4A16866_20220629	b	2022
21	Waveform 1	1	57.073602723	57.073602723	0.0	22050.0	S4A16866_20220629	b	2022
22	Waveform 1	1	57.083520636	57.083520636	0.0	22050.0	S4A16866_20220629	b	2022
23	Waveform 1	1	57.091342849	57.091342849	0.0	22050.0	S4A16866_20220629	b	2022
24	Waveform 1	1	57.102402077	57.102402077	0.0	22050.0	S4A16866_20220629	b	2022
25	Waveform 1	1	57.109643630	57.109643630	0.0	22050.0	S4A16866_20220629	b	2022
26	Waveform 1	1	57.119501475	57.119501475	0.0	22050.0	S4A16866_20220629	b	2022
27	Waveform 1	1	57.129686376	57.129686376	0.0	22050.0	S4A16866_20220629	b	2022
28	Waveform 1	1	57.137622051	57.137622051	0.0	22050.0	S4A16866_20220629	b	2022
29	Waveform 1	1	57.148420966	57.148420966	0.0	22050.0	S4A16866_20220629	b	2022
30	Waveform 1	1	57.156556870	57.156556870	0.0	22050.0	S4A16866_20220629	b	2022
31	Waveform 1	1	57.167469265	57.167469265	0.0	22050.0	S4A16866_20220629	b	2022
32	Waveform 1	1	57.180250434	57.180250434	0.0	22050.0	S4A16866_20220629	b	2022
33	Waveform 1	1	57.569412069	57.569412069	0.0	22050.0	S4A16866_20220629	c	2022
34	Waveform 1	1	57.575719226	57.575719226	0.0	22050.0	S4A16866_20220629	c	2022
35	Waveform 1	1	57.584335676	57.584335676	0.0	22050.0	S4A16866_20220629	c	2022
36	Waveform 1	1	57.595381555	57.595381555	0.0	22050.0	S4A16866_20220629	c	2022
37	Waveform 1	1	57.602656480	57.602656480	0.0	22050.0	S4A16866_20220629	c	2022
