file,batch,file_name,site,temp_id,population,n_coor,w_coor,year,date,time,day_night,distance,weather,wind,temperature,Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),syllable,delta_time
1-ZOOM0001,1,ZOOM0001,Drumnatinny,A,w_donegal,55.156601,-8.087614,2022,2022-04-20,21:46,n,5,1/8,1,11,146,Waveform 1,2,25.93863494,25.93863494,0,48000,j,0.011389849
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,1,Waveform 1,1,30.60395377,30.60395377,0,48000,a,0.007723683
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,2,Waveform 1,1,30.61167745,30.61167745,0,48000,a,0.008312506
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,3,Waveform 1,1,30.61998996,30.61998996,0,48000,a,0.010397672
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,4,Waveform 1,1,30.63038763,30.63038763,0,48000,a,0.006929477
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,5,Waveform 1,1,30.63731711,30.63731711,0,48000,a,0.009959835
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,6,Waveform 1,1,30.64727694,30.64727694,0,48000,a,0.008500259
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,7,Waveform 1,1,30.6557772,30.6557772,0,48000,a,0.008305649
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,8,Waveform 1,1,30.66408285,30.66408285,0,48000,a,0.01091895
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,9,Waveform 1,1,30.6750018,30.6750018,0,48000,a,0.006734866
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,10,Waveform 1,1,30.68173666,30.68173666,0,48000,a,0.009952886
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,17,Waveform 1,1,31.0695932,31.0695932,0,48000,b,0.007936826
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,18,Waveform 1,1,31.07753003,31.07753003,0,48000,b,0.008243096
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,19,Waveform 1,1,31.08577313,31.08577313,0,48000,b,0.010314267
1-ZOOM0008,1,ZOOM0008,Drumnatinny,B,w_donegal,55.156083,-8.088598,2022,2022-04-29,22:23,n,5,1/8,0,11,20,Waveform 1,1,31.09608739,31.09608739,0,48000,b,0.006908626
